well,rows,baseline_rmse,geometry_rmse,rmse_improvement,baseline_mae,geometry_mae,baseline_bias,geometry_bias,residual_pred_mean,residual_pred_std,max_residual_correction_jump,target_rows,improved,rmse
d5df0ff5,4032,16.351335751344372,17.878113244172358,-1.5267774928279856,15.35087797619106,16.957921618968356,15.35087797619106,16.957921618968356,1.6070436427772905,0.5538850231243954,0.5652761766555019,4032,False,17.878113244172358
2f8e53c3,2594,3.293055138227308,4.742332883165071,-1.449277744937763,2.388037779490768,3.285300714018678,1.694406322281439,1.7881632034330164,0.0937568811515628,1.9061304252953768,0.8540307572569583,2594,False,4.742332883165071
2b034622,5203,6.805621396093291,8.137009906162243,-1.331388510068952,6.148062656159395,7.460826558871597,6.148062656159395,7.460826558871597,1.3127639027122129,1.1258542817857171,0.1128003836057356,5203,False,8.137009906162243
39b51819,4231,3.160351282946552,4.48136965193152,-1.3210183689849684,2.88449066414528,4.279274006673642,-2.191652091703653,-3.559669567388982,-1.3680174756853174,1.0821570959719506,0.3616706983015855,4231,False,4.48136965193152
84633df4,4972,4.736172446701271,6.038496721597532,-1.302324274896261,4.298390989541605,5.454740139870353,-0.5662831858413836,-0.0098760901520695,0.5564070956893098,1.546631523836972,0.1196468041611629,4972,False,6.038496721597532
28473855,4290,4.546502439117813,5.8155936872863245,-1.269091248168512,3.5950116550115228,3.728276134045216,0.1915244755239661,-3.3973147722461925,-3.58883924777016,0.8356725113471654,0.2689631519623603,4290,False,5.8155936872863245
8b9d8326,6163,6.582552988433189,7.8431027056860625,-1.2605497172528732,5.108718156741594,5.399651906357908,0.7142706474126416,2.564219127729,1.849948480316359,1.0890141276670398,0.5485068998402509,6163,False,7.8431027056860625
cdc60a53,5878,8.315926094659538,9.541951578090016,-1.2260254834304778,6.658050357264312,7.554907347557675,0.7256243620269515,1.9905719291954544,1.264947567168485,1.3984192974694238,0.3549944879071398,5878,False,9.541951578090016
da2d4d7c,2114,3.577194115348713,4.77768091390896,-1.200486798560247,3.193183538316157,4.0748100208594,-1.3324739829713388,3.813807098223197,5.146281081194521,0.7496085757890679,0.2879556415095639,2114,False,4.77768091390896
8c8348e8,3888,6.541121071059431,7.725910870052433,-1.184789798993002,5.091820987654439,5.787074374466576,3.26770576131724,4.661666564776031,1.3939608034587725,0.899728342083855,0.1114006817357644,3888,False,7.725910870052433
8a9c8932,4663,2.3969295087935425,3.574973588328304,-1.178044079534761,1.724108942740591,2.6245526040766203,-0.9428779755515618,-2.407461469483092,-1.4645834939315234,0.9263780580537484,0.3439500652990244,4663,False,3.574973588328304
a3f71395,5543,15.089395383508826,16.15041397399383,-1.0610185904850056,13.610257983041308,14.383616282178112,9.93482229839372,10.38369599661664,0.4488736982229264,2.1707337988852866,0.3927094292472777,5543,False,16.15041397399383
c03b9305,4255,7.117117209081791,8.156524830270945,-1.039407621189154,4.242542890716882,5.22778262588535,-3.431393654524905,-4.331369260486491,-0.8999756059615912,1.0397862901627022,0.1162752702909379,4255,False,8.156524830270945
1aaf1da0,4804,9.288199403984146,10.218510347125443,-0.9303109431412988,7.737364696085557,8.638153713916854,-7.390799333886973,-7.636098760428167,-0.2452994265411832,1.4656286938471124,0.3696555824246732,4804,False,10.218510347125443
4f4afcc6,5645,8.324204115356522,9.249190675607284,-0.92498656025076,6.541695305580084,7.34968684709148,0.2522497785646035,0.9315507999673114,0.6793010214026859,1.4712898852503715,0.6836561815349751,5645,False,9.249190675607284
ed6436d6,2945,1.6175417954726792,2.499170432676597,-0.8816286372039179,1.465979626485282,2.182847296103236,-1.1936672325972453,-2.132358456252278,-0.9386912236550256,0.8823229221509504,0.5940262583942939,2945,False,2.499170432676597
c43812e2,5527,7.016864008504025,7.891912123773981,-0.8750481152699559,5.718757011036628,6.4551963221491615,3.9721892527589513,5.2488919253799216,1.2767026726209656,1.6733849700059689,0.1354560768775172,5527,False,7.891912123773981
7cd4bb31,6439,5.9143797077311655,6.766161669516898,-0.8517819617857327,4.7372091939739525,5.7211133293560685,-2.127968628668468,0.8917837634019993,3.0197523920704854,1.827582580050722,0.3216200231269188,6439,False,6.766161669516898
272abef3,4135,10.023016592838678,10.873944007210705,-0.8509274143720251,7.455864570737903,8.603334656745389,7.339438935913301,8.224815258801712,0.8853763228884372,1.4801597889281015,0.3072561564360825,4135,False,10.873944007210705
c07fd0cd,4191,4.052934357090802,4.902612267684703,-0.8496779105939014,2.966039131472158,3.621062173819567,0.8106346933905809,3.09556271738912,2.284928023998534,1.779519699430269,0.1083706312463617,4191,False,4.902612267684703
b32e4903,5770,5.863958705383137,6.688418376079181,-0.8244596706960436,4.900771230502566,5.683532571088119,-1.169856152512329,-2.0432329095334856,-0.8733767570211451,1.228258081256104,0.3409999349192941,5770,False,6.688418376079181
5d11dfb5,5895,9.758377072411292,10.57681046587708,-0.8184333934657886,7.165377438507153,8.48226278892562,0.1911789652254196,4.204998639839827,4.013819674614411,1.1720960417741124,0.8536531914300638,5895,False,10.57681046587708
1f9afacb,5328,2.518404175433652,3.296258664314141,-0.777854488880489,1.747888513513664,2.332086876143436,-1.538534159159418,-1.8452975543217127,-0.3067633951622852,1.077681818996152,0.3722441332061752,5328,False,3.296258664314141
197f8a5a,6310,24.61555435098563,25.376645504368685,-0.761091153383056,21.31314738510283,22.18940172564315,-20.443242472265965,-21.02550855503093,-0.5822660827649745,1.0305545831241651,0.5873492207607209,6310,False,25.376645504368685
3d96d897,5659,3.609290634348629,4.363905071283898,-0.7546144369352685,3.036054073158021,3.4238474303722186,1.6721982682457857,2.739942122627117,1.067743854381337,1.7853180805911135,0.3450123449373055,5659,False,4.363905071283898
3ef6372a,4727,6.229379944022544,6.94993899044923,-0.7205590464266853,5.183985614554733,5.923186914582439,-0.5635455891692552,1.333603255224869,1.897148844394137,1.312546759185805,0.1168693044661192,4727,False,6.94993899044923
